0.1386280962571064 1.827180822845583 13624.9625648578 27972 
0.2329640335458764 2.356174637571901 29245.20726184412 50949 
0.3138288232774786 4.313474333107942 63000.01381574813 73926 
0.3789085902465932 3.801343384528761 64450.41868988071 94905 
0.4316296389708481 5.79783202390266 101975.2984514189 116883 
0.4741294108543695 6.711002023446288 125119.8684813158 137862 
0.5086863159577839 8.686596463136613 164880.8194822497 158841 
0.5361306100215791 15.09060555709709 267663.9662254839 180819 
0.5580496584490486 14.55248586149609 284423.1235567042 201798 
0.5752007678736109 19.00633297101572 375266.8254875502 222777 
0.588524062667491 24.82194938042411 493402.4165411534 243756 
0.5985349853978548 33.51323224002216 669456.1543439789 264735 
0.6060936813449601 44.60433159187256 896851.4041419175 285714 
